stable_id	sample_id	callset_id	read_1_fullpath	read_2_fullpath	num_files_in_group	num_unique_sample_ids	all_sample_ids	all_callset_ids	size_mismatch_flag	read_1_dir	read_2_dir	read_1_size	read_2_size	query_include	note	origin	taxon	site	UIN (if applicable)	latitude	longitude	admin1_name	collection_year_recorded	collection_year_inferred	admin1_iso	country	country_iso	collection_method	notes	feeding_preference	exo_endo	biting_time	population
far_nNG_LR-176G17	['LR-176G17-far']	['far_nNG_LR-176G17']	/QRISdata/Q3833/Raw_data/RAW/new_farauti/LR-176G17-far_1.fastq.gz	/QRISdata/Q3833/Raw_data/RAW/new_farauti/LR-176G17-far_2.fastq.gz	1	1	LR-176G17-far	far_nNG_LR-176G17	FALSE	/QRISdata/Q3833/Raw_data/RAW/new_farauti	/QRISdata/Q3833/Raw_data/RAW/new_farauti	1806948204	1901859223	1			farauti_ss	LR176		-8.148	148.137	Oro	1996	1996	PG-NPP	Papua New Guinea	PG	Adult (Lt)					nNG
hin_sNG_92_27_12	['hin_sNG_92_27_12']	['hin_sNG_92_27_12']	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata/hin_sNG_92_27_12_1.fq.gz	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata/hin_sNG_92_27_12_2.fq.gz	1	1	hin_sNG_92_27_12	hin_sNG_92_27_12	FALSE	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata	1541717789	1532648167	1			hinesorum	PG-WPD		-8.074	141.75	Westen	1992	1992	PG-WPD	Papua New Guinea	PG	LT					
hin_sNG_f2_92_27_10	['hin_sNG_f2_92_27_10']	[None]	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Complete/hin_sNG_f2_92_27_10_1.fq.gz	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Complete/hin_sNG_f2_92_27_10_2.fq.gz	1	1	hin_sNG_f2_92_27_10		TRUE	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Complete	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Complete	1688789302	1696791709	1			hinesorum	PG-WPD		-8.074	141.75	Westen	1992	1992	PG-WPD	Papua New Guinea	PG	LT					
hin_sNG_f2_92_27_20	['hin_sNG_f2_92_27_20']	[None]	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Complete/hin_sNG_f2_92_27_20_1.fq.gz	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Complete/hin_sNG_f2_92_27_20_2.fq.gz	1	1	hin_sNG_f2_92_27_20		TRUE	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Complete	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Complete	2176760393	2201459164	1			hinesorum	PG-WPD		-8.074	141.75	Westen	1992	1992	PG-WPD	Papua New Guinea	PG	LT					
hin_sNG_f2_92_27_4	['hin_sNG_f2_92_27_4']	[None]	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Complete/hin_sNG_f2_92_27_4_1.fq.gz	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Complete/hin_sNG_f2_92_27_4_2.fq.gz	1	1	hin_sNG_f2_92_27_4		TRUE	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Complete	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Complete	2084762536	2087128186	1			hinesorum	PG-WPD		-8.074	141.75	Westen	1992	1992	PG-WPD	Papua New Guinea	PG	LT					
hin_sNG_f2_92_27_8	['hin_sNG_f2_92_27_8']	[None]	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Complete/hin_sNG_f2_92_27_8_1.fq.gz	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Complete/hin_sNG_f2_92_27_8_2.fq.gz	1	1	hin_sNG_f2_92_27_8		TRUE	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Complete	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Complete	1751751522	1741689470	1			hinesorum	PG-WPD		-8.074	141.75	Westen	1992	1992	PG-WPD	Papua New Guinea	PG	LT					
far_sPP_CP-98-5-10	['CP-98-5-10-far']	['far_sPP_CP-98-5-10']	/QRISdata/Q3833/Raw_data/RAW/new_farauti/CP-98-5-10-far_1.fastq.gz	/QRISdata/Q3833/Raw_data/RAW/new_farauti/CP-98-5-10-far_2.fastq.gz	1	1	CP-98-5-10-far	far_sPP_CP-98-5-10	FALSE	/QRISdata/Q3833/Raw_data/RAW/new_farauti	/QRISdata/Q3833/Raw_data/RAW/new_farauti	1764894576	1878163202	1			farauti_ss	CP98-5		-8.049	145.951	Sentral	1998	1998	PG-CPM	Papua New Guinea	PG	Adult (Lt)					sPP
far_sPP_CP-98-5-11	['CP-98-5-11-far']	['far_sPP_CP-98-5-11']	/QRISdata/Q3833/Raw_data/RAW/new_farauti/CP-98-5-11-far_1.fastq.gz	/QRISdata/Q3833/Raw_data/RAW/new_farauti/CP-98-5-11-far_2.fastq.gz	1	1	CP-98-5-11-far	far_sPP_CP-98-5-11	FALSE	/QRISdata/Q3833/Raw_data/RAW/new_farauti	/QRISdata/Q3833/Raw_data/RAW/new_farauti	2417706484	2577459855	1			farauti_ss	CP98-5		-8.049	145.951	Sentral	1998	1998	PG-CPM	Papua New Guinea	PG	Adult (Lt)					sPP
far_sPP_CP-98-5-12	['CP-98-5-12-far']	['far_sPP_CP-98-5-12']	/QRISdata/Q3833/Raw_data/RAW/new_farauti/CP-98-5-12-far_1.fastq.gz	/QRISdata/Q3833/Raw_data/RAW/new_farauti/CP-98-5-12-far_2.fastq.gz	1	1	CP-98-5-12-far	far_sPP_CP-98-5-12	FALSE	/QRISdata/Q3833/Raw_data/RAW/new_farauti	/QRISdata/Q3833/Raw_data/RAW/new_farauti	1672767166	1777615393	1			farauti_ss	CP98-5		-8.049	145.951	Sentral	1998	1998	PG-CPM	Papua New Guinea	PG	Adult (Lt)					sPP
far_sPP_CP-98-5-4	['CP-98-5-4-far']	['far_sPP_CP-98-5-4']	/QRISdata/Q3833/Raw_data/RAW/new_farauti/CP-98-5-4-far_1.fastq.gz	/QRISdata/Q3833/Raw_data/RAW/new_farauti/CP-98-5-4-far_2.fastq.gz	1	1	CP-98-5-4-far	far_sPP_CP-98-5-4	FALSE	/QRISdata/Q3833/Raw_data/RAW/new_farauti	/QRISdata/Q3833/Raw_data/RAW/new_farauti	1942073143	2053069800	1			farauti_ss	CP98-5		-8.049	145.951	Sentral	1998	1998	PG-CPM	Papua New Guinea	PG	Adult (Lt)					sPP
far_sPP_CP-98-5-9	['CP-98-5-9-far']	['far_sPP_CP-98-5-9']	/QRISdata/Q3833/Raw_data/RAW/new_farauti/CP-98-5-9-far_1.fastq.gz	/QRISdata/Q3833/Raw_data/RAW/new_farauti/CP-98-5-9-far_2.fastq.gz	1	1	CP-98-5-9-far	far_sPP_CP-98-5-9	FALSE	/QRISdata/Q3833/Raw_data/RAW/new_farauti	/QRISdata/Q3833/Raw_data/RAW/new_farauti	1830480817	1970003890	1			farauti_ss	CP98-5		-8.049	145.951	Sentral	1998	1998	PG-CPM	Papua New Guinea	PG	Adult (Lt)					sPP
far_sNG_WP21-347	['f1-WP21-347']	['far_sNG_WP21-347']	/QRISdata/Q3833/Raw_data/05_2022_Macrogen/f1-WP21-347_1.fastq.gz	/QRISdata/Q3833/Raw_data/05_2022_Macrogen/f1-WP21-347_2.fastq.gz	1	1	f1-WP21-347	far_sNG_WP21-347	FALSE	/QRISdata/Q3833/Raw_data/05_2022_Macrogen	/QRISdata/Q3833/Raw_data/05_2022_Macrogen	1765176315	1876153803	1			farauti_ss	WP21		-7.951	143.85	Westen	1994	1994	PG-WPD	Papua New Guinea	PG	Adult (Lt)					sNG
far_sNG_WP21-353	['f1-WP21-353']	['far_sNG_WP21-353']	/QRISdata/Q3833/Raw_data/05_2022_Macrogen/f1-WP21-353_1.fastq.gz	/QRISdata/Q3833/Raw_data/05_2022_Macrogen/f1-WP21-353_2.fastq.gz	1	1	f1-WP21-353	far_sNG_WP21-353	FALSE	/QRISdata/Q3833/Raw_data/05_2022_Macrogen	/QRISdata/Q3833/Raw_data/05_2022_Macrogen	1801314697	1905074985	1			farauti_ss	WP21		-7.951	143.85	Westen	1994	1994	PG-WPD	Papua New Guinea	PG	Adult (Lt)					sNG
far_sNG_WP21-359	['f1-WP21-359']	['far_sNG_WP21-359']	/QRISdata/Q3833/Raw_data/05_2022_Macrogen/f1-WP21-359_1.fastq.gz	/QRISdata/Q3833/Raw_data/05_2022_Macrogen/f1-WP21-359_2.fastq.gz	1	1	f1-WP21-359	far_sNG_WP21-359	FALSE	/QRISdata/Q3833/Raw_data/05_2022_Macrogen	/QRISdata/Q3833/Raw_data/05_2022_Macrogen	1816390882	1920009201	1			farauti_ss	WP21		-7.951	143.85	Westen	1994	1994	PG-WPD	Papua New Guinea	PG	Adult (Lt)					sNG
far_sNG_WP21-363	['f1-WP21-363']	['far_sNG_WP21-363']	/QRISdata/Q3833/Raw_data/05_2022_Macrogen/f1-WP21-363_1.fastq.gz	/QRISdata/Q3833/Raw_data/05_2022_Macrogen/f1-WP21-363_2.fastq.gz	1	1	f1-WP21-363	far_sNG_WP21-363	FALSE	/QRISdata/Q3833/Raw_data/05_2022_Macrogen	/QRISdata/Q3833/Raw_data/05_2022_Macrogen	1810837917	1900361784	1			farauti_ss	WP21		-7.951	143.85	Westen	1994	1994	PG-WPD	Papua New Guinea	PG	Adult (Lt)					sNG
far_sNG_WP21-BC393	['WP21-BC393-far']	['far_sNG_WP21-BC393']	/QRISdata/Q3833/Raw_data/RAW/new_farauti/WP21-BC393-far_1.fastq.gz	/QRISdata/Q3833/Raw_data/RAW/new_farauti/WP21-BC393-far_2.fastq.gz	1	1	WP21-BC393-far	far_sNG_WP21-BC393	FALSE	/QRISdata/Q3833/Raw_data/RAW/new_farauti	/QRISdata/Q3833/Raw_data/RAW/new_farauti	1938894970	2041801031	1			farauti_ss	WP21		-7.951	143.85	Westen	1994	1994	PG-WPD	Papua New Guinea	PG	Adult (Lt)					sNG
far_sNG_WP21-BC401	['WP21-BC401-far']	['far_sNG_WP21-BC401']	/QRISdata/Q3833/Raw_data/RAW/new_farauti/WP21-BC401-far_1.fastq.gz	/QRISdata/Q3833/Raw_data/RAW/new_farauti/WP21-BC401-far_2.fastq.gz	1	1	WP21-BC401-far	far_sNG_WP21-BC401	FALSE	/QRISdata/Q3833/Raw_data/RAW/new_farauti	/QRISdata/Q3833/Raw_data/RAW/new_farauti	1798984960	1885513393	1			farauti_ss	WP21		-7.951	143.85	Westen	1994	1994	PG-WPD	Papua New Guinea	PG	Adult (Lt)					sNG
far_sNG_WP21-BC404	['WP21-BC404-far']	['far_sNG_WP21-BC404']	/QRISdata/Q3833/Raw_data/RAW/new_farauti/WP21-BC404-far_1.fastq.gz	/QRISdata/Q3833/Raw_data/RAW/new_farauti/WP21-BC404-far_2.fastq.gz	1	1	WP21-BC404-far	far_sNG_WP21-BC404	FALSE	/QRISdata/Q3833/Raw_data/RAW/new_farauti	/QRISdata/Q3833/Raw_data/RAW/new_farauti	1846761562	1925646097	1			farauti_ss	WP21		-7.951	143.85	Westen	1994	1994	PG-WPD	Papua New Guinea	PG	Adult (Lt)					sNG
hin_cNG-7-10	"['cNG-7-10-hin', 'cNG-7-10-hin']"	['hin_cNG-7-10']	/QRISdata/Q3833/Raw_data/RAW/cNG-7-10-hin_1.fastq.gz	/QRISdata/Q3833/Raw_data/RAW/cNG-7-10-hin_2.fastq.gz	2	1	cNG-7-10-hin	hin_cNG-7-10	FALSE	/QRISdata/Q3833/Raw_data/RAW	/QRISdata/Q3833/Raw_data/RAW	2230290651	2371694054	1			hinesorum	PG-GPK2		-7.863	146.391	Galf	1998	1998	PG-GPK	Papua New Guinea	PG	LT					
hin_cNG-7-2	"['cNG-7-2-hin', 'cNG-7-2-hin']"	['hin_cNG-7-2']	/QRISdata/Q3833/Raw_data/RAW/cNG-7-2-hin_1.fastq.gz	/QRISdata/Q3833/Raw_data/RAW/cNG-7-2-hin_2.fastq.gz	2	1	cNG-7-2-hin	hin_cNG-7-2	FALSE	/QRISdata/Q3833/Raw_data/RAW	/QRISdata/Q3833/Raw_data/RAW	1744495453	1837627037	1			hinesorum	PG-GPK2		-7.863	146.391	Galf	1998	1998	PG-GPK	Papua New Guinea	PG	LT					
hin_cNG-7-6	"['cNG-7-6-hin', 'cNG-7-6-hin']"	['hin_cNG-7-6']	/QRISdata/Q3833/Raw_data/RAW/cNG-7-6-hin_1.fastq.gz	/QRISdata/Q3833/Raw_data/RAW/cNG-7-6-hin_2.fastq.gz	2	1	cNG-7-6-hin	hin_cNG-7-6	FALSE	/QRISdata/Q3833/Raw_data/RAW	/QRISdata/Q3833/Raw_data/RAW	1735179675	1808649057	1			hinesorum	PG-GPK2		-7.863	146.391	Galf	1998	1998	PG-GPK	Papua New Guinea	PG	LT					
hin_cNG-7-9	"['cNG-7-9-hin', 'cNG-7-9-hin']"	['hin_cNG-7-9']	/QRISdata/Q3833/Raw_data/RAW/cNG-7-9-hin_1.fastq.gz	/QRISdata/Q3833/Raw_data/RAW/cNG-7-9-hin_2.fastq.gz	2	1	cNG-7-9-hin	hin_cNG-7-9	FALSE	/QRISdata/Q3833/Raw_data/RAW	/QRISdata/Q3833/Raw_data/RAW	2268835617	2394355284	1			hinesorum	PG-GPK2		-7.863	146.391	Galf	1998	1998	PG-GPK	Papua New Guinea	PG	LT					
f1-98-8-4	['f1-98-8-4']	[None]	/QRISdata/Q3833/Raw_data/05_2022_Macrogen/f1-98-8-4_1.fastq.gz	/QRISdata/Q3833/Raw_data/05_2022_Macrogen/f1-98-8-4_2.fastq.gz	1	1	f1-98-8-4		FALSE	/QRISdata/Q3833/Raw_data/05_2022_Macrogen	/QRISdata/Q3833/Raw_data/05_2022_Macrogen	1755590845	1832736140	1			hinesorum	PG-GPK1		-7.8	146.443	Galf	1998	1998	PG-GPK	Papua New Guinea	PG	Adult (Lt)					
hin_cNG-8-4	"['cNG-8-4-hin', 'cNG-8-4-hin']"	['hin_cNG-8-4']	/QRISdata/Q3833/Raw_data/RAW/cNG-8-4-hin_1.fastq.gz	/QRISdata/Q3833/Raw_data/RAW/cNG-8-4-hin_2.fastq.gz	2	1	cNG-8-4-hin	hin_cNG-8-4	FALSE	/QRISdata/Q3833/Raw_data/RAW	/QRISdata/Q3833/Raw_data/RAW	2039122599	2160849938	1			hinesorum	PG-GPK1		-7.8	146.443	Galf	1998	1998	PG-GPK	Papua New Guinea	PG	LT					
hin_cNG-8-8	"['cNG-8-8-hin', 'cNG-8-8-hin']"	['hin_cNG-8-8']	/QRISdata/Q3833/Raw_data/RAW/cNG-8-8-hin_1.fastq.gz	/QRISdata/Q3833/Raw_data/RAW/cNG-8-8-hin_2.fastq.gz	2	1	cNG-8-8-hin	hin_cNG-8-8	FALSE	/QRISdata/Q3833/Raw_data/RAW	/QRISdata/Q3833/Raw_data/RAW	1932070873	2051875683	1			hinesorum	PG-GPK1		-7.8	146.443	Galf	1998	1998	PG-GPK	Papua New Guinea	PG	LT					
hin_cNG-8-9	"['cNG-8-9-hin', 'cNG-8-9-hin']"	['hin_cNG-8-9']	/QRISdata/Q3833/Raw_data/RAW/cNG-8-9-hin_1.fastq.gz	/QRISdata/Q3833/Raw_data/RAW/cNG-8-9-hin_2.fastq.gz	2	1	cNG-8-9-hin	hin_cNG-8-9	FALSE	/QRISdata/Q3833/Raw_data/RAW	/QRISdata/Q3833/Raw_data/RAW	1735817723	1835061308	1			hinesorum	PG-GPK1		-7.8	146.443	Galf	1998	1998	PG-GPK	Papua New Guinea	PG	LT					
hin_PP_98_8_6	['hin_PP_98_8_6']	['hin_PP_98_8_6']	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata/hin_PP_98_8_6_1.fq.gz	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata/hin_PP_98_8_6_2.fq.gz	1	1	hin_PP_98_8_6	hin_PP_98_8_6	FALSE	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata	1489056737	1480952417	1			hinesorum	PG-GPK1		-7.8	146.443	Galf	1998	1998	PG-GPK	Papua New Guinea	PG	Adult (Lt)					
hin_PP_98_8_7	['hin_PP_98_8_7']	['hin_PP_98_8_7']	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata/hin_PP_98_8_7_1.fq.gz	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata/hin_PP_98_8_7_2.fq.gz	1	1	hin_PP_98_8_7	hin_PP_98_8_7	FALSE	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata	2274300380	2229523540	1			hinesorum	PG-GPK1		-7.8	146.443	Galf	1998	1998	PG-GPK	Papua New Guinea	PG	Adult (Lt)					
hin_PP_f2_98_8_1b	['f2_98_8_1']	['hin_PP_f2_98_8_1b']	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Original_data/f2_98_8_1_FKDN230534454-1A_22CNGKLT3_L1_1.fq.gz	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Original_data/f2_98_8_1_2.fq.gz	1	1	f2_98_8_1	hin_PP_f2_98_8_1b	FALSE	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Original_data	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Original_data	1395457673	431414407	1			hinesorum	PG-GPK1		-7.8	146.443	Galf	1998	1998	PG-GPK	Papua New Guinea	PG	Adult (Lt)					
hin_PP_f2_98_8_2	['hin_PP_f2_98_8_2']	[None]	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Complete/hin_PP_f2_98_8_2_1.fq.gz	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Complete/hin_PP_f2_98_8_2_2.fq.gz	1	1	hin_PP_f2_98_8_2		TRUE	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Complete	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Complete	1692916571	1692493352	1			hinesorum	PG-GPK1		-7.8	146.443	Galf	1998	1998	PG-GPK	Papua New Guinea	PG	Adult (Lt)					
hin_PP_f2_98_8_3	['hin_PP_f2_98_8_3']	[None]	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Complete/hin_PP_f2_98_8_3_1.fq.gz	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Complete/hin_PP_f2_98_8_3_2.fq.gz	1	1	hin_PP_f2_98_8_3		TRUE	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Complete	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Complete	1672123590	1664145475	1			hinesorum	PG-GPK1		-7.8	146.443	Galf	1998	1998	PG-GPK	Papua New Guinea	PG	Adult (Lt)					
hin_PP_f2_98_8_4	['hin_PP_f2_98_8_4']	[None]	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Complete/hin_PP_f2_98_8_4_1.fq.gz	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Complete/hin_PP_f2_98_8_4_2.fq.gz	1	1	hin_PP_f2_98_8_4		TRUE	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Complete	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Complete	1664423503	1659265173	1			hinesorum	PG-GPK1		-7.8	146.443	Galf	1998	1998	PG-GPK	Papua New Guinea	PG	Adult (Lt)					
hin_PP_f2_98_8_5	['hin_PP_f2_98_8_5']	[None]	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Complete/hin_PP_f2_98_8_5_1.fq.gz	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Complete/hin_PP_f2_98_8_5_2.fq.gz	1	1	hin_PP_f2_98_8_5		TRUE	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Complete	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Complete	1843020584	1828968849	1			hinesorum	PG-GPK1		-7.8	146.443	Galf	1998	1998	PG-GPK	Papua New Guinea	PG	Adult (Lt)					
BC123	['BC123']	[None]	/QRISdata/Q3833/Raw_data/RAW/farauti/BC123_1.fastq.gz	/QRISdata/Q3833/Raw_data/RAW/farauti/BC123_2.fastq.gz	1	1	BC123		FALSE	/QRISdata/Q3833/Raw_data/RAW/farauti	/QRISdata/Q3833/Raw_data/RAW/farauti	2071204527	2237533756	1		Op-Anoph	hinesorum	GR14	1147	-7.777	144.889	Galf	1994	1994	PG-GPK	Papua New Guinea	PG						
far_sPP_BC125	['BC125']	['far_sPP_BC125']	/QRISdata/Q3833/Raw_data/RAW/farauti/BC125_1.fastq.gz	/QRISdata/Q3833/Raw_data/RAW/farauti/BC125_2.fastq.gz	1	1	BC125	far_sPP_BC125	FALSE	/QRISdata/Q3833/Raw_data/RAW/farauti	/QRISdata/Q3833/Raw_data/RAW/farauti	1677883571	1856256091	1			farauti_ss	GR140		-7.771	144.878	Galf	1994	1994	PG-GPK	Papua New Guinea	PG	Adult (Lt)					sPP
far_sPP_BC129	['BC129']	['far_sPP_BC129']	/QRISdata/Q3833/Raw_data/RAW/farauti/BC129_1.fastq.gz	/QRISdata/Q3833/Raw_data/RAW/farauti/BC129_2.fastq.gz	1	1	BC129	far_sPP_BC129	FALSE	/QRISdata/Q3833/Raw_data/RAW/farauti	/QRISdata/Q3833/Raw_data/RAW/farauti	1719224648	1863340977	1			farauti_ss	GR140		-7.771	144.878	Galf	1994	1994	PG-GPK	Papua New Guinea	PG	Adult (Lt)					sPP
far_sPP_BC133	['BC133']	['far_sPP_BC133']	/QRISdata/Q3833/Raw_data/RAW/farauti/BC133_1.fastq.gz	/QRISdata/Q3833/Raw_data/RAW/farauti/BC133_2.fastq.gz	1	1	BC133	far_sPP_BC133	FALSE	/QRISdata/Q3833/Raw_data/RAW/farauti	/QRISdata/Q3833/Raw_data/RAW/farauti	2026377394	2227396148	1			farauti_ss	GR140		-7.771	144.878	Galf	1994	1994	PG-GPK	Papua New Guinea	PG	Adult (Lt)					sPP
far_sPP_BC136	['BC136']	['far_sPP_BC136']	/QRISdata/Q3833/Raw_data/RAW/farauti/BC136_1.fastq.gz	/QRISdata/Q3833/Raw_data/RAW/farauti/BC136_2.fastq.gz	1	1	BC136	far_sPP_BC136	FALSE	/QRISdata/Q3833/Raw_data/RAW/farauti	/QRISdata/Q3833/Raw_data/RAW/farauti	1607627671	1764657988	1			farauti_ss	GR140		-7.771	144.878	Galf	1994	1994	PG-GPK	Papua New Guinea	PG	Adult (Lt)					sPP
far_sPP_GR14-BC126	['GR14-BC126-far']	['far_sPP_GR14-BC126']	/QRISdata/Q3833/Raw_data/RAW/new_farauti/GR14-BC126-far_1.fastq.gz	/QRISdata/Q3833/Raw_data/RAW/new_farauti/GR14-BC126-far_2.fastq.gz	1	1	GR14-BC126-far	far_sPP_GR14-BC126	FALSE	/QRISdata/Q3833/Raw_data/RAW/new_farauti	/QRISdata/Q3833/Raw_data/RAW/new_farauti	1902158408	1991301370	1			farauti_ss	GR140		-7.771	144.878	Galf	1994	1994	PG-GPK	Papua New Guinea	PG	Adult (Lt)					sPP
far_sPP_GR14-BC138	['GR14-BC138-far']	['far_sPP_GR14-BC138']	/QRISdata/Q3833/Raw_data/RAW/new_farauti/GR14-BC138-far_1.fastq.gz	/QRISdata/Q3833/Raw_data/RAW/new_farauti/GR14-BC138-far_2.fastq.gz	1	1	GR14-BC138-far	far_sPP_GR14-BC138	FALSE	/QRISdata/Q3833/Raw_data/RAW/new_farauti	/QRISdata/Q3833/Raw_data/RAW/new_farauti	1794407032	1975582190	1			farauti_ss	GR140		-7.771	144.878	Galf	1994	1994	PG-GPK	Papua New Guinea	PG	Adult (Lt)					sPP
far_sPP_GR14-BC141	['GR14-BC141-far']	['far_sPP_GR14-BC141']	/QRISdata/Q3833/Raw_data/RAW/new_farauti/GR14-BC141-far_1.fastq.gz	/QRISdata/Q3833/Raw_data/RAW/new_farauti/GR14-BC141-far_2.fastq.gz	1	1	GR14-BC141-far	far_sPP_GR14-BC141	FALSE	/QRISdata/Q3833/Raw_data/RAW/new_farauti	/QRISdata/Q3833/Raw_data/RAW/new_farauti	1792106624	1893984540	1			farauti_ss	GR140		-7.771	144.878	Galf	1994	1994	PG-GPK	Papua New Guinea	PG	Adult (Lt)					sPP
far_sPP_GR14-BC147	['GR14-BC147-far']	['far_sPP_GR14-BC147']	/QRISdata/Q3833/Raw_data/RAW/new_farauti/GR14-BC147-far_1.fastq.gz	/QRISdata/Q3833/Raw_data/RAW/new_farauti/GR14-BC147-far_2.fastq.gz	1	1	GR14-BC147-far	far_sPP_GR14-BC147	FALSE	/QRISdata/Q3833/Raw_data/RAW/new_farauti	/QRISdata/Q3833/Raw_data/RAW/new_farauti	1634472363	1721505688	1			farauti_ss	GR140		-7.771	144.878	Galf	1994	1994	PG-GPK	Papua New Guinea	PG	Adult (Lt)					sPP
far_sPP_GR14-BC157	['GR14-BC157-far']	['far_sPP_GR14-BC157']	/QRISdata/Q3833/Raw_data/RAW/new_farauti/GR14-BC157-far_1.fastq.gz	/QRISdata/Q3833/Raw_data/RAW/new_farauti/GR14-BC157-far_2.fastq.gz	1	1	GR14-BC157-far	far_sPP_GR14-BC157	FALSE	/QRISdata/Q3833/Raw_data/RAW/new_farauti	/QRISdata/Q3833/Raw_data/RAW/new_farauti	1768272044	1839395915	1			farauti_ss	GR140		-7.771	144.878	Galf	1994	1994	PG-GPK	Papua New Guinea	PG	Adult (Lt)					sPP
far8_98_89_10	['far8_98_89_10']	[None]	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Complete/far8_98_89_10_1.fq.gz	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Complete/far8_98_89_10_2.fq.gz	1	1	far8_98_89_10		TRUE	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Complete	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Complete	1681457017	1681532564	1			farauti_8	1646		-7.748	146.43	Galf	1998	1998	PG-GPK	Papua New Guinea	PG	Adult (Lt)					
far8_98_89_18	['far8_98_89_18']	[None]	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Complete/far8_98_89_18_1.fq.gz	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Complete/far8_98_89_18_2.fq.gz	1	1	far8_98_89_18		TRUE	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Complete	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Complete	1769052598	1775867453	1			farauti_8	1646		-7.748	146.43	Galf	1998	1998	PG-GPK	Papua New Guinea	PG	Adult (Lt)					
far8_98_89_25	['far8_98_89_25']	[None]	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Complete/far8_98_89_25_1.fq.gz	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Complete/far8_98_89_25_2.fq.gz	1	1	far8_98_89_25		TRUE	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Complete	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Complete	1586814742	1601321885	1			farauti_8	1646		-7.748	146.43	Galf	1998	1998	PG-GPK	Papua New Guinea	PG	Adult (Lt)					
